,0
4141,696.0
4142,699.0
4143,83.0
4144,3.0
4145,143.0
4146,143.0
4147,28.0
4148,731.0
4149,732.0
4150,164.0
4151,733.0
4152,734.0
4153,516.0
4154,489.0
4155,116.0
4156,399.0
4157,105.0
4158,536.0
4159,42.0
4160,196.0
4161,174.0
4162,87.0
4163,121.0
4164,735.0
4165,209.0
4166,108.0
4167,28.0
4168,736.0
4169,300.0
4170,359.0
4171,192.0
4172,268.0
4173,21.0
4174,141.0
4175,130.0
4176,68.0
4177,16.0
4178,737.0
4179,34.0
4180,738.0
4181,98.0
4182,237.0
4183,739.0
4184,257.0
4185,47.0
4186,54.0
4187,275.0
4188,266.0
4189,740.0
4190,741.0
4191,742.0
4192,642.0
4193,28.0
4194,141.0
4195,28.0
4196,129.0
4197,119.0
4198,398.0
4199,489.0
4200,128.0
4201,743.0
4202,34.0
4203,744.0
4204,6.0
4205,105.0
4206,231.0
4207,116.0
4208,21.0
4209,58.0
4210,108.0
4211,41.0
4212,28.0
4213,128.0
4214,433.0
4215,61.0
4216,68.0
4217,231.0
4218,25.0
4219,129.0
4220,46.0
4221,81.0
4222,124.0
4223,35.0
4224,453.0
4225,179.0
4226,42.0
4227,130.0
4228,401.0
4229,8.0
4230,232.0
4231,41.0
4232,633.0
4233,3.0
4234,148.0
4235,366.0
4236,231.0
4237,42.0
4238,77.0
4239,128.0
4240,47.0
4241,137.0
4242,745.0
4243,746.0
4244,136.0
4245,747.0
4246,170.0
4247,126.0
4248,41.0
4249,21.0
4250,198.0
4251,382.0
4252,384.0
4253,87.0
4254,74.0
4255,748.0
4256,17.0
4257,90.0
4258,74.0
4259,16.0
4260,21.0
4261,15.0
4262,749.0
4263,34.0
4264,102.0
4265,225.0
4266,207.0
4267,34.0
4268,113.0
4269,6.0
4270,750.0
4271,298.0
4272,79.0
4273,21.0
4274,45.0
4275,207.0
4276,202.0
4277,60.0
4278,6.0
4279,95.0
4280,163.0
4281,751.0
4282,58.0
4283,202.0
4284,538.0
4285,457.0
4286,348.0
4287,115.0
4288,129.0
4289,231.0
4290,486.0
4291,84.0
4292,752.0
4293,28.0
4294,25.0
4295,21.0
4296,382.0
4297,41.0
4298,474.0
4299,100.0
4300,159.0
4301,252.0
4302,135.0
4303,268.0
4304,18.0
4305,42.0
4306,19.0
4307,35.0
4308,3.0
4309,56.0
4310,26.0
4311,78.0
4312,506.0
4313,16.0
4314,85.0
4315,489.0
4316,673.0
4317,60.0
4318,416.0
4319,276.0
4320,753.0
4321,64.0
4322,174.0
4323,62.0
4324,22.0
4325,754.0
4326,276.0
4327,319.0
4328,9.0
4329,61.0
4330,170.0
4331,319.0
4332,42.0
4333,755.0
4334,371.0
4335,478.0
4336,98.0
4337,6.0
4338,429.0
4339,21.0
4340,418.0
4341,547.0
4342,756.0
4343,213.0
4344,104.0
4345,121.0
4346,176.0
4347,41.0
4348,126.0
4349,19.0
4350,196.0
4351,358.0
4352,102.0
4353,226.0
4354,147.0
4355,126.0
4356,506.0
4357,95.0
4358,86.0
4359,323.0
4360,51.0
4361,18.0
4362,19.0
4363,391.0
4364,3.0
4365,93.0
4366,28.0
4367,58.0
4368,16.0
4369,138.0
4370,253.0
4371,757.0
4372,129.0
4373,46.0
4374,176.0
4375,18.0
4376,176.0
4377,758.0
4378,145.0
4379,364.0
4380,19.0
4381,465.0
4382,79.0
4383,94.0
4384,202.0
4385,759.0
4386,63.0
4387,357.0
4388,34.0
4389,336.0
4390,2.0
4391,108.0
4392,41.0
4393,54.0
4394,19.0
4395,496.0
4396,129.0
4397,23.0
4398,162.0
4399,50.0
4400,6.0
4401,163.0
4402,760.0
4403,53.0
4404,79.0
4405,22.0
4406,157.0
4407,130.0
4408,210.0
4409,159.0
4410,87.0
4411,339.0
4412,130.0
4413,158.0
4414,491.0
4415,491.0
4416,144.0
4417,63.0
4418,116.0
4419,35.0
4420,761.0
4421,34.0
4422,366.0
4423,124.0
4424,261.0
4425,41.0
4426,6.0
4427,762.0
4428,600.0
4429,307.0
4430,345.0
4431,18.0
4432,83.0
4433,306.0
4434,763.0
4435,21.0
4436,128.0
4437,41.0
4438,81.0
4439,276.0
4440,764.0
4441,152.0
4442,113.0
4443,159.0
4444,176.0
4445,119.0
4446,765.0
4447,68.0
4448,21.0
4449,42.0
4450,6.0
4451,176.0
4452,63.0
4453,339.0
4454,766.0
4455,191.0
4456,58.0
4457,177.0
4458,126.0
4459,90.0
4460,79.0
4461,176.0
4462,28.0
4463,253.0
4464,41.0
4465,46.0
4466,45.0
4467,46.0
4468,269.0
4469,141.0
4470,81.0
4471,120.0
4472,25.0
4473,84.0
4474,75.0
4475,6.0
4476,110.0
4477,214.0
4478,28.0
4479,128.0
4480,767.0
4481,218.0
4482,16.0
4483,153.0
4484,298.0
4485,450.0
4486,196.0
4487,293.0
4488,357.0
4489,209.0
4490,170.0
4491,237.0
4492,248.0
4493,61.0
4494,286.0
4495,126.0
4496,516.0
4497,425.0
4498,225.0
4499,128.0
4500,554.0
4501,41.0
4502,235.0
4503,281.0
4504,83.0
4505,456.0
4506,142.0
4507,298.0
4508,222.0
4509,259.0
4510,84.0
4511,21.0
4512,120.0
4513,34.0
4514,248.0
4515,105.0
4516,47.0
4517,213.0
4518,489.0
4519,261.0
4520,768.0
4521,769.0
4522,79.0
4523,377.0
4524,41.0
4525,19.0
4526,37.0
4527,130.0
4528,63.0
4529,281.0
4530,81.0
4531,3.0
4532,176.0
4533,770.0
4534,440.0
4535,18.0
4536,353.0
4537,197.0
4538,105.0
4539,176.0
4540,87.0
4541,113.0
4542,22.0
4543,137.0
4544,278.0
4545,771.0
4546,41.0
4547,162.0
4548,772.0
4549,41.0
4550,192.0
4551,126.0
4552,53.0
4553,113.0
4554,15.0
4555,113.0
4556,236.0
4557,58.0
4558,55.0
4559,64.0
4560,67.0
4561,773.0
4562,281.0
4563,77.0
4564,23.0
4565,98.0
4566,3.0
4567,164.0
4568,100.0
4569,128.0
4570,140.0
4571,63.0
4572,28.0
4573,169.0
4574,282.0
4575,774.0
4576,775.0
4577,113.0
4578,9.0
4579,7.0
4580,75.0
4581,534.0
4582,6.0
4583,99.0
4584,776.0
4585,159.0
4586,176.0
4587,13.0
4588,16.0
4589,110.0
4590,536.0
4591,238.0
4592,232.0
4593,21.0
4594,777.0
4595,100.0
4596,46.0
4597,778.0
4598,6.0
4599,28.0
4600,10.0
4601,46.0
4602,6.0
4603,242.0
4604,41.0
4605,243.0
4606,163.0
4607,176.0
4608,83.0
4609,16.0
4610,50.0
4611,3.0
4612,779.0
4613,440.0
4614,382.0
4615,68.0
4616,56.0
4617,164.0
4618,323.0
4619,170.0
4620,232.0
4621,87.0
4622,100.0
4623,99.0
4624,6.0
4625,780.0
4626,781.0
4627,129.0
4628,123.0
4629,191.0
4630,281.0
4631,782.0
4632,53.0
4633,16.0
4634,19.0
4635,95.0
4636,121.0
4637,34.0
4638,134.0
4639,306.0
4640,379.0
4641,482.0
4642,124.0
4643,416.0
4644,336.0
4645,90.0
4646,123.0
4647,562.0
4648,783.0
4649,472.0
4650,73.0
4651,60.0
4652,2.0
4653,50.0
4654,373.0
4655,729.0
4656,126.0
4657,491.0
4658,189.0
4659,23.0
4660,16.0
4661,534.0
4662,10.0
4663,784.0
4664,53.0
4665,6.0
4666,785.0
4667,32.0
4668,318.0
4669,261.0
4670,21.0
4671,786.0
4672,141.0
4673,286.0
4674,26.0
4675,416.0
4676,19.0
4677,159.0
4678,116.0
4679,787.0
4680,788.0
4681,104.0
4682,97.0
4683,174.0
4684,789.0
4685,65.0
4686,99.0
4687,134.0
4688,243.0
4689,3.0
4690,184.0
4691,124.0
4692,65.0
4693,562.0
4694,421.0
4695,790.0
4696,22.0
4697,282.0
4698,47.0
4699,163.0
4700,105.0
4701,41.0
4702,494.0
4703,202.0
4704,92.0
4705,83.0
4706,229.0
4707,22.0
4708,163.0
4709,116.0
4710,100.0
4711,63.0
4712,34.0
4713,46.0
4714,421.0
4715,196.0
4716,105.0
4717,159.0
4718,344.0
4719,50.0
4720,791.0
4721,25.0
4722,51.0
4723,28.0
4724,35.0
4725,60.0
4726,134.0
4727,64.0
4728,163.0
4729,343.0
4730,792.0
4731,197.0
4732,15.0
4733,3.0
4734,41.0
4735,113.0
4736,173.0
4737,793.0
4738,176.0
4739,87.0
4740,8.0
4741,794.0
4742,21.0
4743,128.0
4744,566.0
4745,87.0
4746,42.0
4747,81.0
4748,154.0
4749,77.0
4750,41.0
4751,92.0
4752,276.0
4753,42.0
4754,35.0
4755,103.0
4756,108.0
4757,81.0
4758,259.0
4759,77.0
4760,615.0
4761,795.0
4762,389.0
4763,226.0
4764,282.0
4765,75.0
4766,318.0
4767,282.0
4768,134.0
4769,190.0
4770,124.0
4771,130.0
4772,113.0
4773,3.0
4774,308.0
4775,21.0
4776,796.0
4777,625.0
4778,136.0
4779,204.0
4780,797.0
4781,46.0
4782,86.0
4783,276.0
4784,248.0
4785,798.0
4786,147.0
4787,154.0
4788,21.0
4789,8.0
4790,62.0
4791,152.0
4792,90.0
4793,21.0
4794,799.0
4795,536.0
4796,100.0
4797,124.0
4798,213.0
4799,800.0
4800,54.0
4801,801.0
4802,140.0
4803,103.0
4804,19.0
4805,100.0
4806,196.0
4807,75.0
4808,243.0
4809,261.0
4810,301.0
4811,406.0
4812,63.0
4813,293.0
4814,196.0
4815,278.0
4816,802.0
4817,803.0
4818,46.0
4819,421.0
4820,432.0
4821,21.0
4822,238.0
4823,148.0
4824,214.0
4825,18.0
4826,87.0
4827,108.0
4828,472.0
4829,18.0
4830,448.0
4831,48.0
4832,186.0
4833,105.0
4834,2.0
4835,159.0
4836,804.0
4837,6.0
4838,177.0
4839,21.0
4840,99.0
4841,6.0
4842,216.0
4843,58.0
4844,143.0
4845,319.0
4846,276.0
4847,89.0
4848,89.0
4849,110.0
4850,196.0
4851,210.0
4852,105.0
4853,416.0
4854,22.0
4855,266.0
4856,27.0
4857,102.0
4858,54.0
4859,805.0
4860,662.0
4861,323.0
4862,29.0
4863,79.0
4864,129.0
4865,34.0
4866,508.0
4867,272.0
4868,806.0
4869,128.0
4870,222.0
4871,126.0
4872,153.0
4873,143.0
4874,57.0
4875,28.0
4876,3.0
4877,28.0
4878,177.0
4879,42.0
4880,34.0
4881,561.0
4882,23.0
4883,173.0
4884,23.0
4885,129.0
4886,807.0
4887,147.0
4888,248.0
4889,223.0
4890,42.0
4891,808.0
4892,210.0
4893,144.0
4894,809.0
4895,211.0
4896,474.0
4897,339.0
4898,64.0
4899,20.0
4900,242.0
4901,67.0
4902,546.0
4903,123.0
4904,25.0
4905,166.0
4906,282.0
4907,98.0
4908,103.0
4909,355.0
4910,14.0
4911,98.0
4912,47.0
4913,35.0
4914,92.0
4915,85.0
4916,810.0
4917,21.0
4918,811.0
4919,812.0
4920,141.0
4921,7.0
4922,53.0
4923,31.0
4924,60.0
4925,813.0
4926,60.0
4927,158.0
4928,814.0
4929,19.0
4930,8.0
4931,147.0
4932,147.0
4933,815.0
4934,486.0
4935,92.0
4936,19.0
4937,68.0
4938,46.0
4939,398.0
4940,25.0
4941,74.0
4942,83.0
4943,75.0
4944,146.0
4945,105.0
4946,87.0
4947,79.0
4948,62.0
4949,41.0
4950,816.0
4951,22.0
4952,23.0
4953,62.0
4954,41.0
4955,293.0
4956,23.0
4957,176.0
4958,41.0
4959,817.0
4960,263.0
4961,58.0
4962,439.0
4963,15.0
4964,105.0
4965,62.0
4966,100.0
4967,28.0
4968,818.0
4969,137.0
4970,128.0
4971,54.0
4972,77.0
4973,176.0
4974,128.0
4975,222.0
4976,366.0
4977,87.0
4978,819.0
4979,432.0
4980,126.0
4981,88.0
4982,98.0
4983,217.0
4984,79.0
4985,820.0
4986,229.0
4987,3.0
4988,98.0
4989,9.0
4990,391.0
4991,821.0
4992,15.0
4993,822.0
4994,2.0
4995,42.0
4996,100.0
4997,6.0
4998,34.0
4999,21.0
